codigo_ies,anio,nombre_ies,n_evaluados,n_ceros_escrita,global_a,global_c,global_b,pct_ceros_escrita
9122,2024,UNIVERSIDAD MANUELA BELTRAN-UMB--BUCARAMANGA,87,4,141.95,143.24,143.45,4.6
9125,2024,UNIVERSIDAD DE ANTIOQUIA-SANTAFÉ DE ANTIOQUIA,27,1,145.3,146.44,146.12,3.7
9127,2024,CORPORACION UNIVERSITARIA DE SABANETA- UNISABANETA-SABANETA,139,4,143.0,143.74,144.16,2.88
9129,2024,FUNDACION UNIVERSITARIA CAFAM-BOGOTÁ D.C.,256,7,148.16,148.87,149.4,2.73
9131,2024,FUNDACION UNIVERSITARIA CERVANTINA SAN AGUSTIN - UNICERVANTINA SAN AGUSTIN-BOGOTÁ D.C.,345,34,142.25,144.78,146.57,9.86
9899,2024,INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA-BOGOTÁ D.C.,614,33,140.04,141.47,141.93,5.37
9900,2024,CORPORACION UNIVERSITARIA U DE COLOMBIA-MEDELLIN,99,1,140.08,140.31,140.58,1.01
9902,2024,FUNDACION UNIVERSITARIA COMFENALCO SANTANDER-BUCARAMANGA,34,4,130.56,133.63,134.07,11.76
9904,2024,FUNDACION TECNOLOGICA COLOMBO- GERMANA-BOGOTÁ D.C.,326,22,128.24,129.87,130.53,6.75
9905,2024,FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ-NEIVA,155,16,127.15,129.64,130.77,10.32
9906,2024,CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES-CALI,8,0,142.25,142.25,142.25,0.0
9907,2024,FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA-NEIVA,300,15,139.52,140.85,141.25,5.0
9913,2024,CORPORACION UNIVERSITARIA DE ASTURIAS-BOGOTÁ D.C.,716,49,135.75,137.46,138.36,6.84
9914,2024,"ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS, TECNOLOGOS Y EMPRESARIOS-BOGOTÁ D.C.",64,8,133.91,136.81,139.79,12.5
9915,2024,UNIVERSITARIA VIRTUAL INTERNACIONAL-BOGOTÁ D.C.,387,31,131.83,133.78,134.76,8.01
9921,2024,FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR-PASTO,55,5,127.44,129.65,130.3,9.09
9922,2024,INSTITUCIÓN UNIVERSITARIA COMFAMILIAR RISARALDA,128,18,133.68,137.18,139.22,14.06
9923,2024,CORPORACION UNIVERSITARIA DE CATALUÑA,300,26,138.02,140.3,141.15,8.67
9924,2024,FUNDACION UNIVERSITARIA INTERNACIONAL DE COLOMBIA - UNINCOL,3,0,148.67,148.67,148.67,0.0
9926,2024,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,661,68,138.83,141.4,143.26,10.29
9927,2024,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,610,30,138.07,139.32,139.93,4.92
9928,2024,FUNDACIÓN UNIVERSITARIA SALESIANA,13,1,158.62,161.31,160.25,7.69
9930,2024,INSTITUCION UNIVERSITARIA COMANDO DE EDUCACION Y DOCTRINA - CEDOC,26,1,149.23,150.19,151.28,3.85
9931,2024,FUNDACION UNIVERSITARIA PATRICIO SYMES,26,2,149.19,151.21,152.75,7.69
9933,2024,UNIVERSIDAD NACIONAL DE COLOMBIA,74,6,145.09,147.47,147.56,8.11
9936,2024,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL NORTE,12,0,134.75,134.75,134.75,0.0
